Player ID,Player Name,User Name,Bid Amount
"Korni-6903-4006","Korni","Vick",8505
"Korni-6903-4006","Korni","Sipgb",9000
"Baptboy-5252-3713","Baptboy","Wolfeet",5461
"chema06-4606-8434","chema06","Wolfeet",4700
